timestamp,magnetic_field,sunspot_number,max_goes_class,cumulative_index,label_max,label_cum,xray_flux_short
2017-02-08 06:00:00,3.9,11,C1.3,2.4,0,0,3.2697083e-09
2017-02-08 07:00:00,4.2,11,C1.3,3.5,0,0,3.759339e-09
2017-02-08 08:00:00,3.9,11,C1.3,3.5,0,0,2.3263553e-09
2017-02-08 09:00:00,4.0,11,C1.3,3.5,0,0,1.1020239e-08
2017-02-08 10:00:00,4.1,11,C1.3,3.5,0,0,1.4207618e-08
2017-02-08 11:00:00,4.3,11,C1.3,3.5,0,0,2.5376735e-08
2017-02-08 12:00:00,4.5,11,C1.3,3.5,0,0,2.6736698e-08
2017-02-08 13:00:00,4.7,11,C1.3,3.5,0,0,
2017-02-08 14:00:00,4.8,11,C1.3,3.5,0,0,
2017-02-08 15:00:00,5.3,11,C1.3,3.5,0,0,
2017-02-08 16:00:00,5.0,11,C1.3,3.5,0,0,
2017-02-08 17:00:00,5.3,11,C1.3,3.5,0,0,
2017-02-08 18:00:00,4.9,11,C1.3,3.5,0,0,
2017-02-08 19:00:00,4.9,11,C1.3,3.5,0,0,
2017-02-08 20:00:00,5.0,11,C1.3,3.5,0,0,
2017-02-08 21:00:00,5.8,11,C1.3,3.5,0,0,
2017-02-08 22:00:00,6.3,11,C1.3,3.5,0,0,
2017-02-08 23:00:00,6.0,11,C1.3,3.5,0,0,
2017-02-09 00:00:00,5.9,19,C1.3,3.5,0,0,4.6338265e-08
2017-02-09 01:00:00,5.7,19,C1.3,3.5,0,0,2.3356934e-07
2017-02-09 02:00:00,5.5,19,C1.3,2.4,0,0,5.2183683e-08
2017-02-09 03:00:00,5.6,19,C1.3,2.4,0,0,2.577284e-07
2017-02-09 04:00:00,5.6,19,C1.1,1.1,0,0,2.262153e-08
2017-02-09 05:00:00,5.6,19,C1.1,1.1,0,0,8.198023e-08
2017-02-09 06:00:00,5.5,19,C1.1,1.1,0,0,4.542473e-08
2017-02-09 07:00:00,5.4,19,B3.0,0.0,0,0,2.2220287e-07
2017-02-09 08:00:00,5.0,19,B3.0,0.0,0,0,9.471182e-09
2017-02-09 09:00:00,4.8,19,B3.0,0.0,0,0,4.494942e-08
2017-02-09 10:00:00,5.2,19,B1.7,0.0,0,0,1.9083007e-08
2017-02-09 11:00:00,5.3,19,B1.7,0.0,0,0,2.0342327e-08
2017-02-09 12:00:00,5.4,19,FQ,0.0,0,0,2.099062e-08
2017-02-09 13:00:00,5.7,19,FQ,0.0,0,0,2.2306116e-08
2017-02-09 14:00:00,5.9,19,FQ,0.0,0,0,2.3681288e-08
2017-02-09 15:00:00,6.3,19,FQ,0.0,0,0,2.5475632e-08
2017-02-09 16:00:00,6.0,19,FQ,0.0,0,0,2.1647171e-08
2017-02-09 17:00:00,6.8,19,FQ,0.0,0,0,1.6878216e-08
2017-02-09 18:00:00,8.0,19,FQ,0.0,0,0,
2017-02-09 19:00:00,6.7,19,FQ,0.0,0,0,1.0882133e-08
2017-02-09 20:00:00,4.2,19,FQ,0.0,0,0,1.2488676e-08
2017-02-09 21:00:00,5.1,19,FQ,0.0,0,0,1.5672052e-08
2017-02-09 22:00:00,5.4,19,FQ,0.0,0,0,1.4061927e-08
2017-02-09 23:00:00,4.7,19,FQ,0.0,0,0,2.1186358e-08
2017-02-10 00:00:00,4.2,24,FQ,0.0,0,0,1.8309086e-08
2017-02-10 01:00:00,4.2,24,FQ,0.0,0,0,1.683754e-08
2017-02-10 02:00:00,3.8,24,FQ,0.0,0,0,1.1035757e-08
2017-02-10 03:00:00,3.6,24,FQ,0.0,0,0,7.9713285e-09
2017-02-10 04:00:00,3.0,24,FQ,0.0,0,0,6.969538e-09
2017-02-10 05:00:00,2.8,24,FQ,0.0,0,0,3.0894707e-09
2017-02-10 06:00:00,2.9,24,FQ,0.0,0,0,2.8585283e-09
2017-02-10 07:00:00,2.9,24,FQ,0.0,0,0,3.0640614e-09
2017-02-10 08:00:00,3.4,24,FQ,0.0,0,0,4.7186655e-09
2017-02-10 09:00:00,3.2,24,FQ,0.0,0,0,5.0268074e-09
2017-02-10 10:00:00,3.9,24,FQ,0.0,0,0,4.5805613e-09
2017-02-10 11:00:00,4.5,24,FQ,0.0,0,0,1.03074544e-08
2017-02-10 12:00:00,4.8,24,FQ,0.0,0,0,1.5495386e-08
2017-02-10 13:00:00,5.1,24,FQ,0.0,0,0,2.6424846e-08
2017-02-10 14:00:00,5.5,24,FQ,0.0,0,0,2.562464e-08
2017-02-10 15:00:00,4.2,24,FQ,0.0,0,0,1.6754447e-08
2017-02-10 16:00:00,4.4,24,FQ,0.0,0,0,
2017-02-10 17:00:00,4.4,24,FQ,0.0,0,0,
2017-02-10 18:00:00,4.6,24,FQ,0.0,0,0,1e-09
2017-02-10 19:00:00,5.6,24,FQ,0.0,0,0,1e-09
2017-02-10 20:00:00,5.3,24,FQ,0.0,0,0,3.2930554e-09
2017-02-10 21:00:00,4.9,24,FQ,0.0,0,0,5.603114e-09
2017-02-10 22:00:00,4.3,24,FQ,0.0,0,0,8.928514e-09
2017-02-10 23:00:00,4.4,24,FQ,0.0,0,0,9.499204e-09
2017-02-11 00:00:00,4.6,23,FQ,0.0,0,0,8.228084e-09
2017-02-11 01:00:00,4.6,23,FQ,0.0,0,0,8.150966e-09
2017-02-11 02:00:00,4.2,23,FQ,0.0,0,0,7.701553e-09
2017-02-11 03:00:00,3.6,23,FQ,0.0,0,0,5.7079714e-09
2017-02-11 04:00:00,3.3,23,FQ,0.0,0,0,3.9431747e-09
2017-02-11 05:00:00,2.9,23,B1.5,0.0,0,0,2.7322244e-09
2017-02-11 06:00:00,2.9,23,B1.5,0.0,0,0,2.7813185e-09
2017-02-11 07:00:00,3.1,23,B1.5,0.0,0,0,3.6157055e-09
2017-02-11 08:00:00,3.2,23,B1.5,0.0,0,0,5.6211777e-09
2017-02-11 09:00:00,2.6,23,B1.5,0.0,0,0,7.11786e-09
2017-02-11 10:00:00,2.8,23,B1.5,0.0,0,0,7.778637e-09
2017-02-11 11:00:00,2.3,23,B1.5,0.0,0,0,9.813497e-09
2017-02-11 12:00:00,2.3,23,B1.5,0.0,0,0,1.1720663e-08
2017-02-11 13:00:00,2.5,23,B1.5,0.0,0,0,1.1978345e-08
2017-02-11 14:00:00,2.5,23,B1.5,0.0,0,0,1.1269332e-08
2017-02-11 15:00:00,2.3,23,B1.5,0.0,0,0,9.8261825e-09
2017-02-11 16:00:00,1.8,23,B1.5,0.0,0,0,5.9687477e-09
2017-02-11 17:00:00,2.0,23,B1.5,0.0,0,0,2.9341298e-09
2017-02-11 18:00:00,1.8,23,B1.5,0.0,0,0,1.3041319e-09
2017-02-11 19:00:00,1.4,23,B1.5,0.0,0,0,1e-09
2017-02-11 20:00:00,1.6,23,B1.5,0.0,0,0,2.0376811e-09
2017-02-11 21:00:00,1.3,23,B1.5,0.0,0,0,6.928339e-09
2017-02-11 22:00:00,1.4,23,B1.5,0.0,0,0,5.4918305e-09
2017-02-11 23:00:00,1.3,23,B1.5,0.0,0,0,7.5104625e-09
2017-02-12 00:00:00,0.9,21,B1.5,0.0,0,0,9.8495985e-09
2017-02-12 01:00:00,1.5,21,B1.5,0.0,0,0,1.3894027e-08
2017-02-12 02:00:00,1.7,21,B1.5,0.0,0,0,1.0063852e-08
2017-02-12 03:00:00,1.9,21,B1.5,0.0,0,0,7.0948936e-09
2017-02-12 04:00:00,1.4,21,B1.5,0.0,0,0,1.11770495e-08
2017-02-12 05:00:00,1.2,21,FQ,0.0,0,0,3.5456267e-09
2017-02-12 06:00:00,1.2,21,FQ,0.0,0,0,3.4172223e-09
2017-02-12 07:00:00,2.4,21,B1.8,0.0,0,0,4.343719e-09
2017-02-12 08:00:00,2.2,21,B1.8,0.0,0,0,3.9659565e-09
2017-02-12 09:00:00,3.1,21,B1.8,0.0,0,0,3.9807038e-09
2017-02-12 10:00:00,3.3,21,B1.8,0.0,0,0,4.682616e-09
2017-02-12 11:00:00,3.3,21,B1.8,0.0,0,0,8.8468814e-09
2017-02-12 12:00:00,3.5,21,B1.8,0.0,0,0,7.366088e-09
2017-02-12 13:00:00,3.7,21,B1.8,0.0,0,0,
2017-02-12 14:00:00,3.3,21,B1.8,0.0,0,0,
2017-02-12 15:00:00,3.3,21,B1.8,0.0,0,0,1.0732563e-08
2017-02-12 16:00:00,3.1,21,B1.8,0.0,0,0,9.635215e-09
2017-02-12 17:00:00,3.4,21,B1.8,0.0,0,0,7.811932e-09
2017-02-12 18:00:00,3.7,21,B1.8,0.0,0,0,5.366436e-09
2017-02-12 19:00:00,4.5,21,B1.8,0.0,0,0,5.9319545e-09
2017-02-12 20:00:00,4.6,21,B1.8,0.0,0,0,9.86511e-09
2017-02-12 21:00:00,4.7,21,B1.8,0.0,0,0,1.1940937e-08
2017-02-12 22:00:00,4.4,21,B1.8,0.0,0,0,1.5524027e-08
2017-02-12 23:00:00,3.9,21,B1.8,0.0,0,0,1.5724522e-08
2017-02-13 00:00:00,3.7,19,B1.8,0.0,0,0,1.3429789e-08
2017-02-13 01:00:00,3.3,19,B1.8,0.0,0,0,1.1392251e-08
2017-02-13 02:00:00,3.9,19,B1.8,0.0,0,0,5.768389e-09
2017-02-13 03:00:00,2.6,19,B1.8,0.0,0,0,2.4399074e-09
2017-02-13 04:00:00,2.2,19,B1.8,0.0,0,0,3.9701087e-09
2017-02-13 05:00:00,2.4,19,B1.8,0.0,0,0,3.1839948e-09
2017-02-13 06:00:00,2.4,19,B1.8,0.0,0,0,8.816425e-09
2017-02-13 07:00:00,2.4,19,FQ,0.0,0,0,4.696685e-09
2017-02-13 08:00:00,2.0,19,FQ,0.0,0,0,5.621156e-09
2017-02-13 09:00:00,1.7,19,FQ,0.0,0,0,6.2192367e-09
2017-02-13 10:00:00,1.6,19,FQ,0.0,0,0,9.2440775e-09
2017-02-13 11:00:00,2.2,19,FQ,0.0,0,0,1.0639377e-08
2017-02-13 12:00:00,2.5,19,FQ,0.0,0,0,1.2121547e-08
2017-02-13 13:00:00,2.0,19,FQ,0.0,0,0,1.1598099e-08
2017-02-13 14:00:00,1.3,19,FQ,0.0,0,0,1.17043095e-08
2017-02-13 15:00:00,1.9,19,FQ,0.0,0,0,1.1002679e-08
2017-02-13 16:00:00,3.3,19,FQ,0.0,0,0,9.673659e-09
2017-02-13 17:00:00,4.6,19,FQ,0.0,0,0,7.0185937e-09
2017-02-13 18:00:00,5.4,19,FQ,0.0,0,0,5.9015592e-09
2017-02-13 19:00:00,4.9,19,FQ,0.0,0,0,8.364293e-09
2017-02-13 20:00:00,5.1,19,FQ,0.0,0,0,9.899351e-09
2017-02-13 21:00:00,4.9,19,FQ,0.0,0,0,1.0198902e-08
2017-02-13 22:00:00,4.1,19,FQ,0.0,0,0,1.040344e-08
2017-02-13 23:00:00,3.4,19,FQ,0.0,0,0,1.0466652e-08
2017-02-14 00:00:00,2.5,16,FQ,0.0,0,0,8.049463e-09
2017-02-14 01:00:00,2.8,16,FQ,0.0,0,0,5.337575e-09
2017-02-14 02:00:00,2.6,16,FQ,0.0,0,0,3.1439578e-09
2017-02-14 03:00:00,1.7,16,FQ,0.0,0,0,1.507459e-09
2017-02-14 04:00:00,1.9,16,FQ,0.0,0,0,1.6793953e-09
2017-02-14 05:00:00,1.6,16,FQ,0.0,0,0,2.062163e-09
2017-02-14 06:00:00,1.7,16,FQ,0.0,0,0,2.1935473e-09
2017-02-14 07:00:00,2.0,16,FQ,0.0,0,0,2.9077871e-09
2017-02-14 08:00:00,2.3,16,FQ,0.0,0,0,5.6172946e-09
2017-02-14 09:00:00,2.5,16,FQ,0.0,0,0,6.5674715e-09
2017-02-14 10:00:00,3.0,16,FQ,0.0,0,0,8.55806e-09
2017-02-14 11:00:00,2.9,16,FQ,0.0,0,0,1.0280886e-08
2017-02-14 12:00:00,2.4,16,FQ,0.0,0,0,1.0395573e-08
2017-02-14 13:00:00,2.6,16,B2.3,0.0,0,0,1.0686782e-08
2017-02-14 14:00:00,2.6,16,B2.3,0.0,0,0,1.2394213e-08
2017-02-14 15:00:00,2.5,16,B2.3,0.0,0,0,1.0764074e-08
2017-02-14 16:00:00,2.4,16,B2.3,0.0,0,0,8.153415e-09
2017-02-14 17:00:00,2.3,16,B2.3,0.0,0,0,5.3422955e-09
2017-02-14 18:00:00,2.4,16,B2.3,0.0,0,0,3.4985677e-09
2017-02-14 19:00:00,3.0,16,B2.3,0.0,0,0,4.607547e-09
2017-02-14 20:00:00,2.5,16,B2.3,0.0,0,0,5.913879e-09
2017-02-14 21:00:00,2.3,16,B2.3,0.0,0,0,9.350391e-09
2017-02-14 22:00:00,2.8,16,B2.3,0.0,0,0,1.2506201e-08
2017-02-14 23:00:00,3.4,16,B2.3,0.0,0,0,1.4945863e-08
2017-02-15 00:00:00,3.0,24,B2.3,0.0,0,0,1.3912499e-08
2017-02-15 01:00:00,3.2,24,B2.3,0.0,0,0,1.2812085e-08
2017-02-15 02:00:00,3.3,24,B2.3,0.0,0,0,1.2100452e-08
2017-02-15 03:00:00,3.2,24,B2.3,0.0,0,0,9.722335e-09
2017-02-15 04:00:00,3.5,24,B2.3,0.0,0,0,8.694079e-09
2017-02-15 05:00:00,3.5,24,B2.3,0.0,0,0,9.455014e-09
2017-02-15 06:00:00,3.3,24,B2.3,0.0,0,0,1.0007533e-08
2017-02-15 07:00:00,3.9,24,B2.3,0.0,0,0,8.238827e-09
2017-02-15 08:00:00,4.2,24,B2.3,0.0,0,0,9.289706e-09
2017-02-15 09:00:00,2.8,24,B2.3,0.0,0,0,8.128638e-09
2017-02-15 10:00:00,2.8,24,B2.3,0.0,0,0,9.198732e-09
2017-02-15 11:00:00,4.0,24,B2.3,0.0,0,0,9.04331e-09
2017-02-15 12:00:00,2.7,24,B2.3,0.0,0,0,3.0037214e-08
2017-02-15 13:00:00,2.2,24,B1.0,0.0,0,0,1.19144055e-08
2017-02-15 14:00:00,4.2,24,B1.0,0.0,0,0,1.0405047e-08
2017-02-15 15:00:00,4.1,24,B1.0,0.0,0,0,9.1909405e-09
2017-02-15 16:00:00,3.5,24,B1.0,0.0,0,0,6.5767765e-09
2017-02-15 17:00:00,3.5,24,B1.0,0.0,0,0,7.035486e-09
2017-02-15 18:00:00,3.5,24,B1.0,0.0,0,0,6.7421246e-09
2017-02-15 19:00:00,4.2,24,B1.0,0.0,0,0,4.2054746e-09
2017-02-15 20:00:00,4.8,24,B1.0,0.0,0,0,9.722053e-09
2017-02-15 21:00:00,5.1,24,FQ,0.0,0,0,7.081849e-09
2017-02-15 22:00:00,4.4,24,FQ,0.0,0,0,7.362727e-09
2017-02-15 23:00:00,2.9,24,FQ,0.0,0,0,6.7373302e-09
2017-02-16 00:00:00,2.8,19,FQ,0.0,0,0,6.0940186e-09
2017-02-16 01:00:00,3.3,19,FQ,0.0,0,0,4.947943e-09
2017-02-16 02:00:00,3.3,19,FQ,0.0,0,0,6.7442585e-09
2017-02-16 03:00:00,3.3,19,FQ,0.0,0,0,6.7991084e-09
2017-02-16 04:00:00,4.7,19,FQ,0.0,0,0,7.2818422e-09
2017-02-16 05:00:00,5.8,19,FQ,0.0,0,0,7.278706e-09
2017-02-16 06:00:00,6.7,19,FQ,0.0,0,0,6.833286e-09
2017-02-16 07:00:00,7.5,19,FQ,0.0,0,0,5.564654e-09
2017-02-16 08:00:00,9.3,19,FQ,0.0,0,0,5.8731944e-09
2017-02-16 09:00:00,9.7,19,FQ,0.0,0,0,5.310832e-09
2017-02-16 10:00:00,9.8,19,B1.6,0.0,0,0,4.0142245e-09
2017-02-16 11:00:00,9.2,19,B1.6,0.0,0,0,5.1675166e-09
2017-02-16 12:00:00,8.9,19,B1.6,0.0,0,0,5.92058e-09
2017-02-16 13:00:00,8.8,19,B1.6,0.0,0,0,7.454942e-09
2017-02-16 14:00:00,7.9,19,B1.6,0.0,0,0,6.8362493e-09
2017-02-16 15:00:00,6.4,19,B1.6,0.0,0,0,1.5513014e-09
2017-02-16 16:00:00,7.2,19,B1.6,0.0,0,0,3.5305194e-09
2017-02-16 17:00:00,3.0,19,B1.6,0.0,0,0,4.853099e-09
2017-02-16 18:00:00,6.4,19,B1.6,0.0,0,0,5.998752e-09
2017-02-16 19:00:00,5.6,19,B1.6,0.0,0,0,7.2507382e-09
2017-02-16 20:00:00,5.4,19,B1.6,0.0,0,0,7.1402613e-09
2017-02-16 21:00:00,6.1,19,B1.6,0.0,0,0,5.7268497e-09
2017-02-16 22:00:00,7.5,19,B1.6,0.0,0,0,5.2026032e-09
2017-02-16 23:00:00,7.6,19,B1.6,0.0,0,0,4.0827057e-09
2017-02-17 00:00:00,9.0,14,B1.6,0.0,0,0,5.2871165e-09
2017-02-17 01:00:00,9.0,14,B2.8,0.0,0,0,5.189733e-09
2017-02-17 02:00:00,10.2,14,B2.8,0.0,0,0,7.2590822e-09
2017-02-17 03:00:00,8.7,14,B3.1,0.0,0,0,6.033487e-09
2017-02-17 04:00:00,4.9,14,B3.1,0.0,0,0,6.1499517e-09
2017-02-17 05:00:00,5.2,14,B3.1,0.0,0,0,4.427623e-09
2017-02-17 06:00:00,5.6,14,B3.1,0.0,0,0,6.5943286e-09
2017-02-17 07:00:00,7.3,14,B3.1,0.0,0,0,5.255501e-09
2017-02-17 08:00:00,8.3,14,B3.1,0.0,0,0,6.2116303e-09
2017-02-17 09:00:00,8.7,14,B3.1,0.0,0,0,1e-09
2017-02-17 10:00:00,7.6,14,B3.1,0.0,0,0,1e-09
2017-02-17 11:00:00,6.6,14,B3.1,0.0,0,0,3.3841503e-09
2017-02-17 12:00:00,6.1,14,B3.1,0.0,0,0,5.2230043e-09
2017-02-17 13:00:00,6.7,14,B3.1,0.0,0,0,5.1753215e-09
2017-02-17 14:00:00,7.7,14,B3.1,0.0,0,0,5.0439355e-09
2017-02-17 15:00:00,7.8,14,B3.1,0.0,0,0,3.509165e-09
2017-02-17 16:00:00,7.1,14,B3.1,0.0,0,0,4.780549e-09
2017-02-17 17:00:00,6.6,14,B3.1,0.0,0,0,1.9936677e-09
2017-02-17 18:00:00,5.8,14,B3.1,0.0,0,0,3.045032e-09
2017-02-17 19:00:00,5.6,14,B3.1,0.0,0,0,4.5165467e-09
2017-02-17 20:00:00,5.0,14,B3.1,0.0,0,0,4.558415e-09
2017-02-17 21:00:00,5.7,14,B3.1,0.0,0,0,5.136392e-09
2017-02-17 22:00:00,7.1,14,B3.1,0.0,0,0,9.322735e-09
2017-02-17 23:00:00,7.0,14,B3.1,0.0,0,0,9.2610355e-09
2017-02-18 00:00:00,7.8,13,B3.1,0.0,0,0,8.239074e-09
2017-02-18 01:00:00,7.5,13,B3.1,0.0,0,0,2.25125e-08
2017-02-18 02:00:00,5.5,13,B3.1,0.0,0,0,1.8399762e-08
2017-02-18 03:00:00,5.8,13,FQ,0.0,0,0,2.345045e-08
2017-02-18 04:00:00,5.4,13,FQ,0.0,0,0,1.1463839e-08
2017-02-18 05:00:00,4.2,13,FQ,0.0,0,0,9.027776e-09
2017-02-18 06:00:00,2.8,13,B3.0,0.0,0,0,6.6622516e-09
2017-02-18 07:00:00,4.3,13,B3.0,0.0,0,0,1.1398678e-08
2017-02-18 08:00:00,5.7,13,B3.0,0.0,0,0,7.3618986e-09
2017-02-18 09:00:00,3.9,13,B3.0,0.0,0,0,4.0037826e-09
2017-02-18 10:00:00,4.9,13,B3.0,0.0,0,0,5.2443334e-09
2017-02-18 11:00:00,5.3,13,B3.0,0.0,0,0,6.3387624e-09
2017-02-18 12:00:00,4.9,13,B3.0,0.0,0,0,7.616137e-09
2017-02-18 13:00:00,4.4,13,B3.0,0.0,0,0,7.607254e-09
2017-02-18 14:00:00,4.7,13,B3.0,0.0,0,0,8.770048e-09
2017-02-18 15:00:00,4.6,13,B3.0,0.0,0,0,9.330427e-09
2017-02-18 16:00:00,5.5,13,B3.0,0.0,0,0,7.844954e-09
2017-02-18 17:00:00,5.1,13,B3.0,0.0,0,0,9.834888e-09
2017-02-18 18:00:00,9.1,13,B3.0,0.0,0,0,4.227612e-09
2017-02-18 19:00:00,8.0,13,B3.0,0.0,0,0,7.224822e-09
2017-02-18 20:00:00,7.3,13,B3.0,0.0,0,0,6.3751364e-09
2017-02-18 21:00:00,7.8,13,B3.0,0.0,0,0,7.2483393e-09
2017-02-18 22:00:00,7.9,13,B3.0,0.0,0,0,1.054898e-08
2017-02-18 23:00:00,6.6,13,B3.0,0.0,0,0,1.1379662e-08
2017-02-19 00:00:00,6.1,27,B3.0,0.0,0,0,1.1040055e-08
2017-02-19 01:00:00,4.9,27,B3.0,0.0,0,0,7.769083e-09
2017-02-19 02:00:00,5.3,27,B3.0,0.0,0,0,8.4745535e-09
2017-02-19 03:00:00,5.1,27,B3.0,0.0,0,0,7.0665465e-09
2017-02-19 04:00:00,5.6,27,B3.0,0.0,0,0,7.5951805e-09
2017-02-19 05:00:00,5.7,27,B3.0,0.0,0,0,1.7322234e-08
2017-02-19 06:00:00,5.7,27,B2.6,0.0,0,0,8.8638865e-09
2017-02-19 07:00:00,5.9,27,B2.6,0.0,0,0,1.4962353e-08
2017-02-19 08:00:00,5.5,27,B2.6,0.0,0,0,1.8525556e-08
2017-02-19 09:00:00,5.2,27,B2.6,0.0,0,0,1.7191006e-08
2017-02-19 10:00:00,4.8,27,B2.6,0.0,0,0,1.4142686e-08
2017-02-19 11:00:00,5.1,27,B2.6,0.0,0,0,1.8941549e-08
2017-02-19 12:00:00,4.3,27,B4.5,0.0,0,0,1.771586e-08
2017-02-19 13:00:00,4.0,27,B4.5,0.0,0,0,1.8734147e-08
2017-02-19 14:00:00,3.4,27,B5.4,0.0,0,0,1.00900435e-08
2017-02-19 15:00:00,5.0,27,B7.5,0.0,0,0,5.7694454e-09
2017-02-19 16:00:00,4.6,27,B7.5,0.0,0,0,7.3416144e-09
2017-02-19 17:00:00,4.5,27,B7.5,0.0,0,0,5.6533698e-09
2017-02-19 18:00:00,4.7,27,B7.5,0.0,0,0,1e-09
2017-02-19 19:00:00,3.2,27,B7.5,0.0,0,0,1e-09
2017-02-19 20:00:00,3.1,27,B7.5,0.0,0,0,2.167972e-09
2017-02-19 21:00:00,3.8,27,B7.5,0.0,0,0,9.753149e-09
2017-02-19 22:00:00,3.5,27,B7.5,0.0,0,0,1.4055661e-08
2017-02-19 23:00:00,4.4,27,B7.5,0.0,0,0,1.6310404e-08
2017-02-20 00:00:00,3.5,32,B7.5,0.0,0,0,1.8709711e-08
2017-02-20 01:00:00,4.1,32,B7.5,0.0,0,0,1.7330196e-08
2017-02-20 02:00:00,5.1,32,B7.5,0.0,0,0,1.1600247e-08
2017-02-20 03:00:00,4.7,32,B7.5,0.0,0,0,8.479956e-09
2017-02-20 04:00:00,4.3,32,B7.5,0.0,0,0,1.3173263e-08
2017-02-20 05:00:00,4.8,32,B7.5,0.0,0,0,8.44039e-09
2017-02-20 06:00:00,4.8,32,B7.5,0.0,0,0,7.063451e-09
2017-02-20 07:00:00,5.1,32,B7.5,0.0,0,0,8.850333e-09
2017-02-20 08:00:00,5.1,32,B7.5,0.0,0,0,6.77057e-09
2017-02-20 09:00:00,4.8,32,B7.5,0.0,0,0,6.425836e-09
2017-02-20 10:00:00,4.5,32,B7.5,0.0,0,0,6.883855e-09
2017-02-20 11:00:00,4.8,32,B7.5,0.0,0,0,4.0294957e-08
2017-02-20 12:00:00,4.7,32,B7.5,0.0,0,0,1.5037328e-08
2017-02-20 13:00:00,4.9,32,B7.5,0.0,0,0,6.478385e-08
2017-02-20 14:00:00,5.1,32,B7.5,0.0,0,0,8.600621e-08
2017-02-20 15:00:00,5.2,32,B3.7,0.0,0,0,9.538561e-09
2017-02-20 16:00:00,4.8,32,B3.7,0.0,0,0,9.527357e-09
2017-02-20 17:00:00,4.2,32,B3.0,0.0,0,0,2.0189445e-08
2017-02-20 18:00:00,5.3,32,B3.0,0.0,0,0,1e-09
2017-02-20 19:00:00,4.0,32,B3.0,0.0,0,0,1e-09
2017-02-20 20:00:00,4.5,32,B3.0,0.0,0,0,2.9591354e-09
2017-02-20 21:00:00,5.1,32,B3.0,0.0,0,0,8.707073e-09
2017-02-20 22:00:00,4.7,32,B3.0,0.0,0,0,1.0909652e-08
2017-02-20 23:00:00,4.4,32,B3.0,0.0,0,0,2.0496241e-08
2017-02-21 00:00:00,4.5,27,B3.0,0.0,0,0,1.6363582e-08
2017-02-21 01:00:00,4.2,27,B3.0,0.0,0,0,1.1975833e-08
2017-02-21 02:00:00,4.4,27,B6.8,0.0,0,0,9.60863e-09
2017-02-21 03:00:00,4.4,27,B6.8,0.0,0,0,7.0106396e-09
2017-02-21 04:00:00,4.5,27,B6.8,0.0,0,0,5.99803e-09
2017-02-21 05:00:00,4.5,27,B6.8,0.0,0,0,1.970193e-08
2017-02-21 06:00:00,4.6,27,B6.8,0.0,0,0,1.719508e-08
2017-02-21 07:00:00,4.4,27,B6.8,0.0,0,0,5.0170694e-09
2017-02-21 08:00:00,4.1,27,B6.8,0.0,0,0,5.470315e-09
2017-02-21 09:00:00,4.1,27,B6.8,0.0,0,0,1.3322516e-08
2017-02-21 10:00:00,3.9,27,B6.8,0.0,0,0,1.0726362e-08
2017-02-21 11:00:00,3.8,27,B6.8,0.0,0,0,3.0532977e-08
2017-02-21 12:00:00,4.2,27,B6.8,0.0,0,0,1.564986e-08
